Tabela,Data,Kurs średni,Zmiana
242/A/NBP/2015,2015-12-14,3.9695,-0.06
241/A/NBP/2015,2015-12-11,3.9718,0.3
240/A/NBP/2015,2015-12-10,3.9601,-0.26
239/A/NBP/2015,2015-12-09,3.9705,-0.43
238/A/NBP/2015,2015-12-08,3.9877,0.06
237/A/NBP/2015,2015-12-07,3.9853,0.62
236/A/NBP/2015,2015-12-04,3.9607,-1.96
235/A/NBP/2015,2015-12-03,4.04,0.24
234/A/NBP/2015,2015-12-02,4.0305,0.14
233/A/NBP/2015,2015-12-01,4.0248,-0.14
232/A/NBP/2015,2015-11-30,4.0304,-0.07
231/A/NBP/2015,2015-11-27,4.0333,0.09
230/A/NBP/2015,2015-11-26,4.0298,0.21
229/A/NBP/2015,2015-11-25,4.0215,0.48
228/A/NBP/2015,2015-11-24,4.0021,0.35
227/A/NBP/2015,2015-11-23,3.988,0.44
226/A/NBP/2015,2015-11-20,3.9706,-0.12
225/A/NBP/2015,2015-11-19,3.9754,-0.12
224/A/NBP/2015,2015-11-18,3.9802,0.07
223/A/NBP/2015,2015-11-17,3.9775,0.49
222/A/NBP/2015,2015-11-16,3.9581,0.49
221/A/NBP/2015,2015-11-13,3.9388,-0.12
220/A/NBP/2015,2015-11-12,3.9434,-0.34
219/A/NBP/2015,2015-11-10,3.957,-0.09
218/A/NBP/2015,2015-11-09,3.9605,1.36
217/A/NBP/2015,2015-11-06,3.9075,0.39
216/A/NBP/2015,2015-11-05,3.8925,0.13
215/A/NBP/2015,2015-11-04,3.8876,0.51
214/A/NBP/2015,2015-11-03,3.8678,0.23
213/A/NBP/2015,2015-11-02,3.859,-0.41
212/A/NBP/2015,2015-10-30,3.8748,-0.58
211/A/NBP/2015,2015-10-29,3.8974,0.38
210/A/NBP/2015,2015-10-28,3.8826,0.41
209/A/NBP/2015,2015-10-27,3.8669,0.06
208/A/NBP/2015,2015-10-26,3.8645,1.16
207/A/NBP/2015,2015-10-23,3.82,1.04
206/A/NBP/2015,2015-10-22,3.7806,0.48
205/A/NBP/2015,2015-10-21,3.7627,0.65
204/A/NBP/2015,2015-10-20,3.7385,0.32
203/A/NBP/2015,2015-10-19,3.7265,0.06
202/A/NBP/2015,2015-10-16,3.7243,0.8
201/A/NBP/2015,2015-10-15,3.6948,-0.49
200/A/NBP/2015,2015-10-14,3.7129,-0.19
199/A/NBP/2015,2015-10-13,3.7199,0.14
198/A/NBP/2015,2015-10-12,3.7148,-0.25
197/A/NBP/2015,2015-10-09,3.7242,-0.8
196/A/NBP/2015,2015-10-08,3.7543,-0.16
195/A/NBP/2015,2015-10-07,3.7604,-0.75
194/A/NBP/2015,2015-10-06,3.789,0.42
193/A/NBP/2015,2015-10-05,3.773,-0.78
192/A/NBP/2015,2015-10-02,3.8028,0.06
191/A/NBP/2015,2015-10-01,3.8005,0.66
190/A/NBP/2015,2015-09-30,3.7754,-0.12
189/A/NBP/2015,2015-09-29,3.7799,-0.16
188/A/NBP/2015,2015-09-28,3.7861,0.11
187/A/NBP/2015,2015-09-25,3.7818,0.35
186/A/NBP/2015,2015-09-24,3.7687,-0.3
185/A/NBP/2015,2015-09-23,3.7801,0.97
184/A/NBP/2015,2015-09-22,3.7438,0.97
183/A/NBP/2015,2015-09-21,3.708,0.93
182/A/NBP/2015,2015-09-18,3.6738,-1.05
181/A/NBP/2015,2015-09-17,3.7129,-0.5
180/A/NBP/2015,2015-09-16,3.7315,0.21
179/A/NBP/2015,2015-09-15,3.7238,0.31
178/A/NBP/2015,2015-09-14,3.7124,-0.38
177/A/NBP/2015,2015-09-11,3.7264,-1.02
176/A/NBP/2015,2015-09-10,3.7648,0.04
175/A/NBP/2015,2015-09-09,3.7634,-0.64
174/A/NBP/2015,2015-09-08,3.7878,-0.13
173/A/NBP/2015,2015-09-07,3.7928,-0.06
172/A/NBP/2015,2015-09-04,3.7952,0.82
171/A/NBP/2015,2015-09-03,3.7645,0.05
170/A/NBP/2015,2015-09-02,3.7626,0.33
169/A/NBP/2015,2015-09-01,3.7503,-0.73
168/A/NBP/2015,2015-08-31,3.778,0.77
167/A/NBP/2015,2015-08-28,3.7493,0.11
166/A/NBP/2015,2015-08-27,3.745,1.39
165/A/NBP/2015,2015-08-26,3.6937,0.88
164/A/NBP/2015,2015-08-25,3.6613,-0.97
163/A/NBP/2015,2015-08-24,3.6971,-0.9
162/A/NBP/2015,2015-08-21,3.7308,-0.93
161/A/NBP/2015,2015-08-20,3.7659,-0.16
160/A/NBP/2015,2015-08-19,3.7718,0.37
159/A/NBP/2015,2015-08-18,3.7578,-0.09
158/A/NBP/2015,2015-08-17,3.7613,0.15
157/A/NBP/2015,2015-08-14,3.7557,-0.18
156/A/NBP/2015,2015-08-13,3.7625,-0.48
155/A/NBP/2015,2015-08-12,3.7805,-0.74
154/A/NBP/2015,2015-08-11,3.8087,-0.42
153/A/NBP/2015,2015-08-10,3.8246,-0.21
152/A/NBP/2015,2015-08-07,3.8326,-0.15
151/A/NBP/2015,2015-08-06,3.8385,0.07
150/A/NBP/2015,2015-08-05,3.8359,1.5
149/A/NBP/2015,2015-08-04,3.7792,0.23
148/A/NBP/2015,2015-08-03,3.7705,-0.59
147/A/NBP/2015,2015-07-31,3.7929,0.46
146/A/NBP/2015,2015-07-30,3.7754,0.76
145/A/NBP/2015,2015-07-29,3.7471,0.45
144/A/NBP/2015,2015-07-28,3.7303,-0.41
143/A/NBP/2015,2015-07-27,3.7455,-0.53
142/A/NBP/2015,2015-07-24,3.7654,0.25
141/A/NBP/2015,2015-07-23,3.7559,-0.19
140/A/NBP/2015,2015-07-22,3.7629,-0.65
139/A/NBP/2015,2015-07-21,3.7875,0.02
138/A/NBP/2015,2015-07-20,3.7868,0.51
137/A/NBP/2015,2015-07-17,3.7676,-0.05
136/A/NBP/2015,2015-07-16,3.7694,0.6
135/A/NBP/2015,2015-07-15,3.747,-0.46
134/A/NBP/2015,2015-07-14,3.7645,0.27
133/A/NBP/2015,2015-07-13,3.7543,-0.44
132/A/NBP/2015,2015-07-10,3.7709,-1.52
131/A/NBP/2015,2015-07-09,3.829,0.17
130/A/NBP/2015,2015-07-08,3.8225,-0.23
129/A/NBP/2015,2015-07-07,3.8313,0.93
128/A/NBP/2015,2015-07-06,3.796,0.62
127/A/NBP/2015,2015-07-03,3.7726,-0.35
126/A/NBP/2015,2015-07-02,3.7859,0.62
125/A/NBP/2015,2015-07-01,3.7625,-0.05
124/A/NBP/2015,2015-06-30,3.7645,-0.07
123/A/NBP/2015,2015-06-29,3.7671,1.06
122/A/NBP/2015,2015-06-26,3.7275,-0.08
121/A/NBP/2015,2015-06-25,3.7305,0.54
120/A/NBP/2015,2015-06-24,3.7103,0.17
119/A/NBP/2015,2015-06-23,3.704,0.65
118/A/NBP/2015,2015-06-22,3.6799,-0.22
117/A/NBP/2015,2015-06-19,3.6879,0.88
116/A/NBP/2015,2015-06-18,3.6556,-0.86
115/A/NBP/2015,2015-06-17,3.6873,-0.16
114/A/NBP/2015,2015-06-16,3.6933,0.08
113/A/NBP/2015,2015-06-15,3.6905,-0.51
112/A/NBP/2015,2015-06-12,3.7094,0.75
111/A/NBP/2015,2015-06-11,3.6817,0.16
110/A/NBP/2015,2015-06-10,3.676,-0.58
109/A/NBP/2015,2015-06-09,3.6975,-1.09
108/A/NBP/2015,2015-06-08,3.7381,1.17
107/A/NBP/2015,2015-06-05,3.6949,-0.43
106/A/NBP/2015,2015-06-03,3.7108,-1.51
105/A/NBP/2015,2015-06-02,3.7676,-0.46
104/A/NBP/2015,2015-06-01,3.785,0.48
103/A/NBP/2015,2015-05-29,3.7671,-0.49
102/A/NBP/2015,2015-05-28,3.7858,-0.13
101/A/NBP/2015,2015-05-27,3.7906,0.02
100/A/NBP/2015,2015-05-26,3.7898,1.06
99/A/NBP/2015,2015-05-25,3.75,2.21
98/A/NBP/2015,2015-05-22,3.669,0.23
97/A/NBP/2015,2015-05-21,3.6605,0.18
96/A/NBP/2015,2015-05-20,3.6538,1.07
95/A/NBP/2015,2015-05-19,3.6152,1.69
94/A/NBP/2015,2015-05-18,3.555,-0.47
93/A/NBP/2015,2015-05-15,3.5719,-0.56
92/A/NBP/2015,2015-05-14,3.5921,-1.04
91/A/NBP/2015,2015-05-13,3.63,-0.4
90/A/NBP/2015,2015-05-12,3.6447,-0.12
89/A/NBP/2015,2015-05-11,3.6489,1.09
88/A/NBP/2015,2015-05-08,3.6095,0.74
87/A/NBP/2015,2015-05-07,3.583,-0.79
86/A/NBP/2015,2015-05-06,3.6116,-0.25
85/A/NBP/2015,2015-05-05,3.6205,-0.32
84/A/NBP/2015,2015-05-04,3.632,0.93
83/A/NBP/2015,2015-04-30,3.5987,-1.12
82/A/NBP/2015,2015-04-29,3.6396,-0.97
81/A/NBP/2015,2015-04-28,3.6751,-0.98
80/A/NBP/2015,2015-04-27,3.7115,0.6
79/A/NBP/2015,2015-04-24,3.6895,-1.27
78/A/NBP/2015,2015-04-23,3.7371,0.66
77/A/NBP/2015,2015-04-22,3.7125,-0.4
76/A/NBP/2015,2015-04-21,3.7275,-0.07
75/A/NBP/2015,2015-04-20,3.7302,0.07
74/A/NBP/2015,2015-04-17,3.7277,-1.24
73/A/NBP/2015,2015-04-16,3.7746,-0.34
72/A/NBP/2015,2015-04-15,3.7875,-0.33
71/A/NBP/2015,2015-04-14,3.8001,-0.23
70/A/NBP/2015,2015-04-13,3.8088,0.51
69/A/NBP/2015,2015-04-10,3.7894,1.28
68/A/NBP/2015,2015-04-09,3.7414,0.75
67/A/NBP/2015,2015-04-08,3.7135,-0.8
66/A/NBP/2015,2015-04-07,3.7435,-0.04
65/A/NBP/2015,2015-04-03,3.7449,-0.2
64/A/NBP/2015,2015-04-02,3.7524,-0.97
63/A/NBP/2015,2015-04-01,3.789,-0.62
62/A/NBP/2015,2015-03-31,3.8125,1.17
61/A/NBP/2015,2015-03-30,3.7685,-0.54
60/A/NBP/2015,2015-03-27,3.789,2.27
59/A/NBP/2015,2015-03-26,3.705,-0.82
58/A/NBP/2015,2015-03-25,3.7355,-0.26
57/A/NBP/2015,2015-03-24,3.7453,-1.9
56/A/NBP/2015,2015-03-23,3.818,-1.2
55/A/NBP/2015,2015-03-20,3.8645,0.13
54/A/NBP/2015,2015-03-19,3.8596,-1.22
53/A/NBP/2015,2015-03-18,3.9073,0.1
52/A/NBP/2015,2015-03-17,3.9034,-0.58
51/A/NBP/2015,2015-03-16,3.926,0.3
50/A/NBP/2015,2015-03-13,3.9141,0.55
49/A/NBP/2015,2015-03-12,3.8928,-0.42
48/A/NBP/2015,2015-03-11,3.9091,1.95
47/A/NBP/2015,2015-03-10,3.8345,1.2
46/A/NBP/2015,2015-03-09,3.789,0.64
45/A/NBP/2015,2015-03-06,3.7649,0.33
44/A/NBP/2015,2015-03-05,3.7525,0.11
43/A/NBP/2015,2015-03-04,3.7485,0.79
42/A/NBP/2015,2015-03-03,3.719,0.37
41/A/NBP/2015,2015-03-02,3.7053,0.2
40/A/NBP/2015,2015-02-27,3.698,1.26
39/A/NBP/2015,2015-02-26,3.6519,-0.35
38/A/NBP/2015,2015-02-25,3.6649,-0.81
37/A/NBP/2015,2015-02-24,3.6948,0.04
36/A/NBP/2015,2015-02-23,3.6933,0.1
35/A/NBP/2015,2015-02-20,3.6895,0.72
34/A/NBP/2015,2015-02-19,3.6631,-0.42
33/A/NBP/2015,2015-02-18,3.6784,-0.01
32/A/NBP/2015,2015-02-17,3.6788,0.34
31/A/NBP/2015,2015-02-16,3.6665,0.31
30/A/NBP/2015,2015-02-13,3.6552,-1.01
29/A/NBP/2015,2015-02-12,3.6926,-0.45
28/A/NBP/2015,2015-02-11,3.7094,-0.34
27/A/NBP/2015,2015-02-10,3.722,1.11
26/A/NBP/2015,2015-02-09,3.6811,1.14
25/A/NBP/2015,2015-02-06,3.6395,-0.71
24/A/NBP/2015,2015-02-05,3.6656,0.59
23/A/NBP/2015,2015-02-04,3.644,-1.21
22/A/NBP/2015,2015-02-03,3.6886,0.23
21/A/NBP/2015,2015-02-02,3.6801,-1.08
20/A/NBP/2015,2015-01-30,3.7204,-0.57
19/A/NBP/2015,2015-01-29,3.7418,0.38
18/A/NBP/2015,2015-01-28,3.7276,-0.19
17/A/NBP/2015,2015-01-27,3.7348,-0.67
16/A/NBP/2015,2015-01-26,3.7601,-0.23
15/A/NBP/2015,2015-01-23,3.7687,1.87
14/A/NBP/2015,2015-01-22,3.6994,-0.97
13/A/NBP/2015,2015-01-21,3.7358,0.03
12/A/NBP/2015,2015-01-20,3.7346,0.46
11/A/NBP/2015,2015-01-19,3.7176,0.01
10/A/NBP/2015,2015-01-16,3.7174,1.6
9/A/NBP/2015,2015-01-15,3.6588,0.17
8/A/NBP/2015,2015-01-14,3.6525,0.75
7/A/NBP/2015,2015-01-13,3.6252,0.09
6/A/NBP/2015,2015-01-12,3.6218,-0.09
5/A/NBP/2015,2015-01-09,3.6252,-0.63
4/A/NBP/2015,2015-01-08,3.6482,0.29
3/A/NBP/2015,2015-01-07,3.6375,1.11
2/A/NBP/2015,2015-01-05,3.5975,0.7
1/A/NBP/2015,2015-01-02,3.5725,1.86
252/A/NBP/2014,2014-12-31,3.5072,-1.09
251/A/NBP/2014,2014-12-30,3.5458,0.53
250/A/NBP/2014,2014-12-29,3.527,-0.06
249/A/NBP/2014,2014-12-24,3.529,1.01
248/A/NBP/2014,2014-12-23,3.4937,0.49
247/A/NBP/2014,2014-12-22,3.4767,-0.07
246/A/NBP/2014,2014-12-19,3.4791,1.05
245/A/NBP/2014,2014-12-18,3.4428,1.47
244/A/NBP/2014,2014-12-17,3.3928,1.21
243/A/NBP/2014,2014-12-16,3.3522,-0.29
242/A/NBP/2014,2014-12-15,3.3621,-0.05
241/A/NBP/2014,2014-12-12,3.3639,0.08
240/A/NBP/2014,2014-12-11,3.3611,0.12
239/A/NBP/2014,2014-12-10,3.3572,-0.34
238/A/NBP/2014,2014-12-09,3.3688,-0.85
237/A/NBP/2014,2014-12-08,3.3978,1.07
236/A/NBP/2014,2014-12-05,3.3619,-0.32
235/A/NBP/2014,2014-12-04,3.3728,-0.01
234/A/NBP/2014,2014-12-03,3.373,0.79
233/A/NBP/2014,2014-12-02,3.3466,-0.16
232/A/NBP/2014,2014-12-01,3.3519,-0.26
231/A/NBP/2014,2014-11-28,3.3605,0.23
230/A/NBP/2014,2014-11-27,3.3528,-0.05
229/A/NBP/2014,2014-11-26,3.3546,-0.47
228/A/NBP/2014,2014-11-25,3.3706,-0.4
227/A/NBP/2014,2014-11-24,3.3842,0.04
226/A/NBP/2014,2014-11-21,3.3827,0.44
225/A/NBP/2014,2014-11-20,3.368,0.07
224/A/NBP/2014,2014-11-19,3.3655,-0.15
223/A/NBP/2014,2014-11-18,3.3706,-0.33
222/A/NBP/2014,2014-11-17,3.3819,-0.34
221/A/NBP/2014,2014-11-14,3.3933,0.22
220/A/NBP/2014,2014-11-13,3.386,-0.31
219/A/NBP/2014,2014-11-12,3.3966,0.6
218/A/NBP/2014,2014-11-10,3.3765,-0.94
217/A/NBP/2014,2014-11-07,3.4084,0.93
216/A/NBP/2014,2014-11-06,3.3769,-0.35
215/A/NBP/2014,2014-11-05,3.3887,0.33
214/A/NBP/2014,2014-11-04,3.3776,0.01
213/A/NBP/2014,2014-11-03,3.3772,0.94
212/A/NBP/2014,2014-10-31,3.3459,-0.4
211/A/NBP/2014,2014-10-30,3.3592,1.21
210/A/NBP/2014,2014-10-29,3.3192,-0.31
209/A/NBP/2014,2014-10-28,3.3295,0.02
208/A/NBP/2014,2014-10-27,3.3288,-0.3
207/A/NBP/2014,2014-10-24,3.3387,-0.01
206/A/NBP/2014,2014-10-23,3.339,0.35
205/A/NBP/2014,2014-10-22,3.3275,0.87
204/A/NBP/2014,2014-10-21,3.2987,-0.37
203/A/NBP/2014,2014-10-20,3.3109,0.44
202/A/NBP/2014,2014-10-17,3.2964,-0.06
201/A/NBP/2014,2014-10-16,3.2985,-0.83
200/A/NBP/2014,2014-10-15,3.3262,0.5
199/A/NBP/2014,2014-10-14,3.3095,0.1
198/A/NBP/2014,2014-10-13,3.3062,0.23
197/A/NBP/2014,2014-10-10,3.2985,0.64
196/A/NBP/2014,2014-10-09,3.2776,-0.83
195/A/NBP/2014,2014-10-08,3.305,-0.17
194/A/NBP/2014,2014-10-07,3.3106,-0.71
193/A/NBP/2014,2014-10-06,3.3343,0.8
192/A/NBP/2014,2014-10-03,3.3079,0.12
191/A/NBP/2014,2014-10-02,3.3039,-0.4
190/A/NBP/2014,2014-10-01,3.3172,0.6
189/A/NBP/2014,2014-09-30,3.2973,-0.08
188/A/NBP/2014,2014-09-29,3.3,0.68
187/A/NBP/2014,2014-09-26,3.2776,-0.14
186/A/NBP/2014,2014-09-25,3.2823,0.92
185/A/NBP/2014,2014-09-24,3.2525,0.29
184/A/NBP/2014,2014-09-23,3.243,-0.43
183/A/NBP/2014,2014-09-22,3.257,0.19
182/A/NBP/2014,2014-09-19,3.2507,0.05
181/A/NBP/2014,2014-09-18,3.249,0.49
180/A/NBP/2014,2014-09-17,3.2331,-0.27
179/A/NBP/2014,2014-09-16,3.2419,-0.32
178/A/NBP/2014,2014-09-15,3.2522,0.17
177/A/NBP/2014,2014-09-12,3.2468,0.1
176/A/NBP/2014,2014-09-11,3.2435,-0.22
175/A/NBP/2014,2014-09-10,3.2508,-0.3
174/A/NBP/2014,2014-09-09,3.2605,0.93
173/A/NBP/2014,2014-09-08,3.2303,-0.16
172/A/NBP/2014,2014-09-05,3.2354,1.27
171/A/NBP/2014,2014-09-04,3.1947,0.11
170/A/NBP/2014,2014-09-03,3.1912,-0.62
169/A/NBP/2014,2014-09-02,3.2112,0.24
168/A/NBP/2014,2014-09-01,3.2035,0.22
167/A/NBP/2014,2014-08-29,3.1965,0.41
166/A/NBP/2014,2014-08-28,3.1834,0.22
165/A/NBP/2014,2014-08-27,3.1764,0.25
164/A/NBP/2014,2014-08-26,3.1686,0.02
163/A/NBP/2014,2014-08-25,3.168,0.51
162/A/NBP/2014,2014-08-22,3.152,-0.16
161/A/NBP/2014,2014-08-21,3.1569,0.31
160/A/NBP/2014,2014-08-20,3.147,0.36
159/A/NBP/2014,2014-08-19,3.1356,0.04
158/A/NBP/2014,2014-08-18,3.1342,0.18
157/A/NBP/2014,2014-08-14,3.1285,-0.5
156/A/NBP/2014,2014-08-13,3.1442,-0.07
155/A/NBP/2014,2014-08-12,3.1465,0.28
154/A/NBP/2014,2014-08-11,3.1378,-0.42
153/A/NBP/2014,2014-08-08,3.1509,0.36
152/A/NBP/2014,2014-08-07,3.1397,0.06
151/A/NBP/2014,2014-08-06,3.1377,0.82
150/A/NBP/2014,2014-08-05,3.1121,0.02
149/A/NBP/2014,2014-08-04,3.1114,-0.53
148/A/NBP/2014,2014-08-01,3.128,0.6
147/A/NBP/2014,2014-07-31,3.1094,0.37
146/A/NBP/2014,2014-07-30,3.0978,0.25
145/A/NBP/2014,2014-07-29,3.09,0.13
144/A/NBP/2014,2014-07-28,3.086,0.09
143/A/NBP/2014,2014-07-25,3.0831,0.42
142/A/NBP/2014,2014-07-24,3.0702,-0.02
141/A/NBP/2014,2014-07-23,3.0707,-0.13
140/A/NBP/2014,2014-07-22,3.0748,0.16
139/A/NBP/2014,2014-07-21,3.07,0.16
138/A/NBP/2014,2014-07-18,3.0652,0.24
137/A/NBP/2014,2014-07-17,3.0579,0.25
136/A/NBP/2014,2014-07-16,3.0503,0.16
135/A/NBP/2014,2014-07-15,3.0454,0.28
134/A/NBP/2014,2014-07-14,3.0368,-0.19
133/A/NBP/2014,2014-07-11,3.0426,0.34
132/A/NBP/2014,2014-07-10,3.0323,0
131/A/NBP/2014,2014-07-09,3.0322,-0.39
130/A/NBP/2014,2014-07-08,3.0441,-0.18
129/A/NBP/2014,2014-07-07,3.0497,0.01
128/A/NBP/2014,2014-07-04,3.0495,0.25
127/A/NBP/2014,2014-07-03,3.0418,0.1
126/A/NBP/2014,2014-07-02,3.0387,0.11
125/A/NBP/2014,2014-07-01,3.0355,-0.39
124/A/NBP/2014,2014-06-30,3.0473,-0.04
123/A/NBP/2014,2014-06-27,3.0485,0.41
122/A/NBP/2014,2014-06-26,3.0361,-0.3
121/A/NBP/2014,2014-06-25,3.0451,-0.25
120/A/NBP/2014,2014-06-24,3.0526,-0.33
119/A/NBP/2014,2014-06-23,3.0627,0.43
118/A/NBP/2014,2014-06-20,3.0495,-0.31
117/A/NBP/2014,2014-06-18,3.0589,0.31
116/A/NBP/2014,2014-06-17,3.0495,-0.52
115/A/NBP/2014,2014-06-16,3.0654,0.9
114/A/NBP/2014,2014-06-13,3.0382,0.03
113/A/NBP/2014,2014-06-12,3.0374,-0.19
112/A/NBP/2014,2014-06-11,3.0431,0.42
111/A/NBP/2014,2014-06-10,3.0303,0.78
110/A/NBP/2014,2014-06-09,3.0067,-0.51
109/A/NBP/2014,2014-06-06,3.0222,-0.18
108/A/NBP/2014,2014-06-05,3.0275,-0.71
107/A/NBP/2014,2014-06-04,3.0491,0.14
106/A/NBP/2014,2014-06-03,3.0449,0.12
105/A/NBP/2014,2014-06-02,3.0413,-0.07
104/A/NBP/2014,2014-05-30,3.0435,0.13
103/A/NBP/2014,2014-05-29,3.0395,-0.66
102/A/NBP/2014,2014-05-28,3.0598,0.22
101/A/NBP/2014,2014-05-27,3.0532,0.22
100/A/NBP/2014,2014-05-26,3.0466,-0.08
99/A/NBP/2014,2014-05-23,3.049,-0.11
98/A/NBP/2014,2014-05-22,3.0525,-0.05
97/A/NBP/2014,2014-05-21,3.054,-0.26
96/A/NBP/2014,2014-05-20,3.062,0.2
95/A/NBP/2014,2014-05-19,3.0558,-0.03
94/A/NBP/2014,2014-05-16,3.0567,-0.07
93/A/NBP/2014,2014-05-15,3.0589,0.36
92/A/NBP/2014,2014-05-14,3.048,0.33
91/A/NBP/2014,2014-05-13,3.0381,0.06
90/A/NBP/2014,2014-05-12,3.0362,0.38
89/A/NBP/2014,2014-05-09,3.0247,0.68
88/A/NBP/2014,2014-05-08,3.0042,-0.48
87/A/NBP/2014,2014-05-07,3.0187,-0.03
86/A/NBP/2014,2014-05-06,3.0196,-0.38
85/A/NBP/2014,2014-05-05,3.031,0.07
84/A/NBP/2014,2014-05-02,3.0289,-0.5
83/A/NBP/2014,2014-04-30,3.044,0.4
82/A/NBP/2014,2014-04-29,3.0318,-0.16
81/A/NBP/2014,2014-04-28,3.0368,-0.03
80/A/NBP/2014,2014-04-25,3.0378,0.31
79/A/NBP/2014,2014-04-24,3.0285,0.04
78/A/NBP/2014,2014-04-23,3.0273,-0.22
77/A/NBP/2014,2014-04-22,3.034,0.25
76/A/NBP/2014,2014-04-18,3.0265,-0.17
75/A/NBP/2014,2014-04-17,3.0317,0.15
74/A/NBP/2014,2014-04-16,3.0272,-0.17
73/A/NBP/2014,2014-04-15,3.0325,0.12
72/A/NBP/2014,2014-04-14,3.0288,0.67
71/A/NBP/2014,2014-04-11,3.0086,-0.02
70/A/NBP/2014,2014-04-10,3.0092,-0.43
69/A/NBP/2014,2014-04-09,3.0221,-0.18
68/A/NBP/2014,2014-04-08,3.0276,-0.56
67/A/NBP/2014,2014-04-07,3.0446,0.16
66/A/NBP/2014,2014-04-04,3.0397,0.22
65/A/NBP/2014,2014-04-03,3.033,0.14
64/A/NBP/2014,2014-04-02,3.0288,0.03
63/A/NBP/2014,2014-04-01,3.0278,-0.22
62/A/NBP/2014,2014-03-31,3.0344,-0.1
61/A/NBP/2014,2014-03-28,3.0374,-0.09
60/A/NBP/2014,2014-03-27,3.0401,0.27
59/A/NBP/2014,2014-03-26,3.0318,-0.08
58/A/NBP/2014,2014-03-25,3.0342,-0.46
57/A/NBP/2014,2014-03-24,3.0483,0.19
56/A/NBP/2014,2014-03-21,3.0425,-0.25
55/A/NBP/2014,2014-03-20,3.05,0.84
54/A/NBP/2014,2014-03-19,3.0245,-0.5
53/A/NBP/2014,2014-03-18,3.0396,-0.11
52/A/NBP/2014,2014-03-17,3.043,-0.17
51/A/NBP/2014,2014-03-14,3.0481,0.65
50/A/NBP/2014,2014-03-13,3.0284,-0.73
49/A/NBP/2014,2014-03-12,3.0508,0.19
48/A/NBP/2014,2014-03-11,3.0449,0.6
47/A/NBP/2014,2014-03-10,3.0266,0.27
46/A/NBP/2014,2014-03-07,3.0185,-0.8
45/A/NBP/2014,2014-03-06,3.0427,-0.16
44/A/NBP/2014,2014-03-05,3.0477,-0.04
43/A/NBP/2014,2014-03-04,3.0489,0.09
42/A/NBP/2014,2014-03-03,3.0462,0.69
41/A/NBP/2014,2014-02-28,3.0254,-1.31
40/A/NBP/2014,2014-02-27,3.0655,1.31
39/A/NBP/2014,2014-02-26,3.026,-0.01
38/A/NBP/2014,2014-02-25,3.0264,0.03
37/A/NBP/2014,2014-02-24,3.0255,-0.44
36/A/NBP/2014,2014-02-21,3.0389,-0.33
35/A/NBP/2014,2014-02-20,3.049,0.67
34/A/NBP/2014,2014-02-19,3.0286,-0.05
33/A/NBP/2014,2014-02-18,3.03,0.17
32/A/NBP/2014,2014-02-17,3.025,-0.28
31/A/NBP/2014,2014-02-14,3.0334,-0.65
30/A/NBP/2014,2014-02-13,3.0532,-0.07
29/A/NBP/2014,2014-02-12,3.0552,-0.09
28/A/NBP/2014,2014-02-11,3.0581,-0.33
27/A/NBP/2014,2014-02-10,3.0683,-0.56
26/A/NBP/2014,2014-02-07,3.0857,-0.3
25/A/NBP/2014,2014-02-06,3.095,-0.12
24/A/NBP/2014,2014-02-05,3.0987,-0.65
23/A/NBP/2014,2014-02-04,3.1189,-0.58
22/A/NBP/2014,2014-02-03,3.137,0.26
21/A/NBP/2014,2014-01-31,3.1288,0.39
20/A/NBP/2014,2014-01-30,3.1166,1.09
19/A/NBP/2014,2014-01-29,3.0829,0.63
18/A/NBP/2014,2014-01-28,3.0635,-0.81
17/A/NBP/2014,2014-01-27,3.0884,0.51
16/A/NBP/2014,2014-01-24,3.0727,0.55
15/A/NBP/2014,2014-01-23,3.0559,-0.66
14/A/NBP/2014,2014-01-22,3.0761,-0.01
13/A/NBP/2014,2014-01-21,3.0763,0.27
12/A/NBP/2014,2014-01-20,3.068,0.27
11/A/NBP/2014,2014-01-17,3.0596,0.1
10/A/NBP/2014,2014-01-16,3.0566,0.23
9/A/NBP/2014,2014-01-15,3.0495,0.31
8/A/NBP/2014,2014-01-14,3.04,-0.16
7/A/NBP/2014,2014-01-13,3.045,-0.81
6/A/NBP/2014,2014-01-10,3.07,0.02
5/A/NBP/2014,2014-01-09,3.0695,-0.07
4/A/NBP/2014,2014-01-08,3.0717,0.09
3/A/NBP/2014,2014-01-07,3.0688,0.56
2/A/NBP/2014,2014-01-03,3.0517,0.67
1/A/NBP/2014,2014-01-02,3.0315,0
